기업명,인증연도,리콜종류,품목
아이리스지유,2019,명령에따른리콜,중의류 (아동용 섬유제품)
헬로아이,2019,명령에따른리콜,중의류 (아동용 섬유제품)
퍼스트어패럴,2019,명령에따른리콜,중의류 (아동용 섬유제품)
태전,2019,명령에따른리콜,중의류 (아동용 섬유제품)
더켈리컴퍼니,2019,명령에따른리콜,외의류 (아동용 섬유제품)
삼원색,2019,명령에따른리콜,외의류 (아동용 섬유제품)
에프앤케이,2019,명령에따른리콜,외의류 (아동용 섬유제품)
에스디스피드,2019,명령에따른리콜,어린이용 인라인 롤러스케이트
SKID ON KOREA LTD(스키드 온 코리아),2019,명령에따른리콜,어린이용 인라인 롤러스케이트
퍼니스포츠,2019,명령에따른리콜,어린이용 인라인 롤러스케이트
돈키호테,2019,명령에따른리콜,어린이용 킥보드
백효정아기띠,2019,명령에따른리콜,유아용 캐리어
거목인터네셔날,2019,명령에따른리콜,유모차
카라멜팝콘,2019,명령에따른리콜,지우개 (학용품)
태건씨앤에스,2019,명령에따른리콜,유모차
굿베이비,2019,명령에따른리콜,유모차
구름과환경,2019,명령에따른리콜,유모차
파파야나인,2019,명령에따른리콜,어린이용 자전거
하이레포츠,2019,명령에따른리콜,어린이용 자전거
성보,2019,명령에따른리콜,유아용 삼륜차
썬앤토이,2019,명령에따른리콜,유아용 삼륜차
크리스탈 팬시,2019,명령에따른리콜,지우개
점프,2019,명령에따른리콜,지우개
아이엠제이에스,2019,명령에따른리콜,운동완구 (완구)
유한회사 에이치아이,2019,명령에따른리콜,기타완구 (완구)
코니아이엔씨,2019,명령에따른리콜,봉제완구 (완구)
E.Y.Enterprise,2019,명령에따른리콜,승용완구 (완구)
태성상사,2019,명령에따른리콜,모형완구 (완구)
자석나라,2019,명령에따른리콜,자석완구 (완구)
매몬스튜디오,2019,명령에따른리콜,기타완구 (완구)
티블루,2019,명령에따른리콜,조종완구 (완구)
명인랜드,2019,명령에따른리콜,자석완구 (완구)
베이비캠프,2019,명령에따른리콜,운동완구 (완구)
나이스토이,2019,명령에따른리콜,모형완구 (완구)
국민교육사,2019,명령에따른리콜,기타완구 (완구)
대신전자,2019,명령에따른리콜,게임완구 (완구)
제이유니트,2019,명령에따른리콜,활동완구 (완구)
삼우힐링라이프,2019,명령에따른리콜,게임완구 (완구)
SKID ON KOREA LTD(스키드 온 코리아),2019,명령에따른리콜,보호장구 (어린이용 스포츠 보호용품)
아트비,2019,명령에따른리콜,바닥매트 (합성수지제 어린이용품)
다요앤,2019,명령에따른리콜,바닥매트 (합성수지제 어린이용품)
키즈블랑,2019,명령에따른리콜,바닥매트 (합성수지제 어린이용품)
아이끌레,2019,명령에따른리콜,바닥매트 (합성수지제 어린이용품)
비에스코리아,2019,명령에따른리콜,바닥매트 (합성수지제 어린이용품)
하임앤헷세드,2019,명령에따른리콜,외의류(유아용 섬유제품)
모와부,2019,명령에따른리콜,자동차용 어린이 보호장치
모와부,2019,명령에따른리콜,자동차용 어린이 보호장치
세경사,2019,명령에따른리콜,자동차용 어린이 보호장치
이케아,2019,자발적리콜,기저귀교환대/서랍장
법무법인 광장,2019,자발적리콜,"Apple 3구 교류플러그 어댑터(영국 스타일 G 타입) - 영국, 싱가폴 그리고 홍콩에서 사용할 수 있도록 설계되었고, 2003년부터 2010년 사이에 제조되었으며, 대략 2003년 1월부터 2015년 1월 사이에 Mac과 특정 iOS 기기의 주문자 상표 부착 제품 및  Apple 여행용 어댑터 키트의 일부로 유통됨"
삼성공업,2019,자발적리콜,전기포충기
플라잉타이거코리아,2019,자발적리콜,나만의 자석 기차 만들기
엄군패키지,2019,명령에따른리콜,크레용·크레파스(학용품)
더원엘이디,2019,명령에따른리콜,조명기구용컨버터
다성하이테크,2019,명령에따른리콜,LED등기구
파룩스,2019,명령에따른리콜,LED등기구
파나룩스,2019,명령에따른리콜,LED등기구
대도엘이디,2019,명령에따른리콜,LED등기구
제로조명,2019,명령에따른리콜,LED등기구
삼성인테리어조명,2019,명령에따른리콜,전기스탠드
나오테크,2019,명령에따른리콜,직류전원장치
이던,2019,명령에따른리콜,전기방석
한일온돌과학,2019,명령에따른리콜,전기방석
한일메디칼,2019,명령에따른리콜,전기방석
곰표한일전자,2019,명령에따른리콜,전기방석
엠디프라임,2019,명령에따른리콜,전기찜질기
샤프메즈,2019,명령에따른리콜,전기찜질기
닥터웰,2019,명령에따른리콜,전기찜질기
성진에이블,2019,명령에따른리콜,전기찜질기
영메디칼바이오,2019,명령에따른리콜,전기찜질기
토황토,2019,명령에따른리콜,전기찜질기
일산통상,2019,명령에따른리콜,전기매트
현대의료기,2019,명령에따른리콜,전기매트
한일트랜스,2019,명령에따른리콜,가정용소형변압기
김앤김전자,2019,명령에따른리콜,속눈썹 열 성형기
한일공업,2019,명령에따른리콜,가정용소형변압기
진성에프앤디,2019,명령에따른리콜,속눈썹 열 성형기
안온,2019,명령에따른리콜,속눈썹 열 성형기
소르니아,2019,명령에따른리콜,가구[높이 762 mm 이상 가정용 서랍장]
디자인벤처스,2019,명령에따른리콜,가구[높이 762 mm 이상 가정용 서랍장]
바스포르OEM,2019,명령에따른리콜,가구[높이 762 mm 이상 가정용 서랍장]
대신무역,2019,명령에따른리콜,건전지
성박,2019,명령에따른리콜,실내용바닥재(합성수지제 욕실바닥매트)
코리아케어서프라이,2019,명령에따른리콜,실내용바닥재(합성수지제 욕실바닥매트)
희성SP,2019,명령에따른리콜,헬스기구
이고진,2019,명령에따른리콜,헬스기구
인다인,2019,명령에따른리콜,외의류(아동용 섬유제품)
이랜드월드패션사업부,2019,명령에따른리콜,가방류(아동용 섬유제품)
스텝케어,2019,명령에따른리콜,가방류(아동용섬유제품)
아트박스,2019,명령에따른리콜,가방류(아동용 섬유제품)
이연산업,2019,명령에따른리콜,가방류(아동용섬유제품)
스케처스코리아,2019,명령에따른리콜,신발류(아동용 섬유제품)
블랙야크,2019,명령에따른리콜,가방류(아동용 섬유제품)
파스텔세상,2019,명령에따른리콜,외의류(아동용 섬유제품)
사라코,2019,명령에따른리콜,어린이용 바퀴달린 운동화
토박스코리아,2019,명령에따른리콜,신발류(어린이용 가죽제품)
이마이크로,2019,명령에따른리콜,샤프연필 및 샤프연필심(학용품)
비앤피,2019,명령에따른리콜,샤프연필 및 샤프연필심(학용품)
선우코리아,2019,명령에따른리콜,샤프연필 및 샤프연필심(학용품)
트리,2019,명령에따른리콜,크레용·크레파스(학용품)
재준,2019,명령에따른리콜,필통(학용품)
도도코리아,2019,명령에따른리콜,미술공예완구(완구)
위컴,2019,명령에따른리콜,가방류(유아용 섬유제품)
스엔코,2019,자발적리콜,유아용 의자
데카트론코리아,2019,자발적리콜,DST 100
미듬,2019,자발적리콜,전동가위용 Li-Po 배터리
에이치피코리아 유한회사,2019,자발적리콜,노트북용 리튬이온 배터리
파크론,2019,자발적리콜,스마트홈 온수매트 보일러
스페셜라이즈드코리아 (유),2019,자발적리콜,"Roubaix, Ruby, Sirrus pro 자전거"
SK,2019,자발적리콜,전기식기세척기
더엠파이어,2018,명령에따른리콜,보드(스노보드)
로베리,2018,명령에따른리콜,보드(스노보드)
리틀스텔라,2018,명령에따른리콜,외의류(아동용 섬유제품)
마틸다엔와이,2018,명령에따른리콜,외의류(아동용 섬유제품)
플라잉타이거코리아,2018,명령에따른리콜,모자류(아동용 섬유제품)
레벤,2018,명령에따른리콜,의자(어린이용 가구)
라엘코리아,2018,명령에따른리콜,어린이용 장신구
코지데이,2018,명령에따른리콜,신발류(어린이용 가죽제품)
티비에이,2018,명령에따른리콜,신발류(어린이용 가죽제품)
Kelivi,2018,명령에따른리콜,유아용캐리어
하로월드,2018,명령에따른리콜,유아용 침대
비비즈,2018,명령에따른리콜,보행기
플라잉타이거코리아,2018,명령에따른리콜,파스텔(학용품)
이젠칼라,2018,명령에따른리콜,그림물감(학용품)
크라운볼펜,2018,명령에따른리콜,연필(학용품)
동아연필,2018,명령에따른리콜,연필(학용품)
대진산업,2018,명령에따른리콜,유아용 의자
보아스린,2018,명령에따른리콜,미술완구(완구)
케이엠엘리,2018,명령에따른리콜,미술완구(완구)
원앤원,2018,명령에따른리콜,모형완구(완구)
토이앤퍼즐,2018,명령에따른리콜,퍼즐완구(완구)
아이엔피,2018,명령에따른리콜,퍼즐완구(완구)
미미월드,2018,명령에따른리콜,게임완구(완구)
미미월드,2018,명령에따른리콜,역할완구(완구)
큐비앤맘,2018,명령에따른리콜,중의류(유아용 섬유제품)
스카디아,2018,명령에따른리콜,모자류(유아용 섬유제품)
이마트,2018,명령에따른리콜,중의류(유아용 섬유제품)
세비실업,2018,명령에따른리콜,내의류(유아용 섬유제품)
(유)플러스,2018,명령에따른리콜,내의류(유아용 섬유제품)
쁘레베베,2018,명령에따른리콜,자동차용어린이보호장치
쥬얼리팬시,2018,명령에따른리콜,액체괴물(완구)
에이위즈,2018,명령에따른리콜,액체괴물(완구)
설레어,2018,명령에따른리콜,액체괴물(완구)
미녀와 야수,2018,명령에따른리콜,액체괴물(완구)
모모,2018,명령에따른리콜,액체괴물(완구)
도도코리아,2018,명령에따른리콜,액체괴물(완구)
플라잉타이거코리아,2018,명령에따른리콜,액체괴물(완구)
플라잉타이거코리아,2018,명령에따른리콜,액체괴물(완구)
푸른팬시,2018,명령에따른리콜,액체괴물(완구)
푸른팬시,2018,명령에따른리콜,액체괴물(완구)
콘텐츠 허브,2018,명령에따른리콜,액체괴물(완구)
콘텐츠 허브,2018,명령에따른리콜,액체괴물(완구)
재미존,2018,명령에따른리콜,액체괴물(완구)
재미존,2018,명령에따른리콜,액체괴물(완구)
미정아트,2018,명령에따른리콜,액체괴물(완구)
미정아트,2018,명령에따른리콜,액체괴물(완구)
KY I&D,2018,명령에따른리콜,액체괴물(완구)
KY I&D,2018,명령에따른리콜,액체괴물(완구)
모던트레이드,2018,명령에따른리콜,액체괴물(완구)
모던트레이드,2018,명령에따른리콜,액체괴물(완구)
모던트레이드,2018,명령에따른리콜,액체괴물(완구)
앨리스디자인,2018,명령에따른리콜,액체괴물(완구)
앨리스디자인,2018,명령에따른리콜,액체괴물(완구)
앨리스디자인,2018,명령에따른리콜,액체괴물(완구)
앨리스디자인,2018,명령에따른리콜,액체괴물(완구)
아이포커스,2018,명령에따른리콜,액체괴물(완구)
아이포커스,2018,명령에따른리콜,액체괴물(완구)
아이포커스,2018,명령에따른리콜,액체괴물(완구)
아이포커스,2018,명령에따른리콜,액체괴물(완구)
애니토이,2018,명령에따른리콜,액체괴물(완구)
애니토이,2018,명령에따른리콜,액체괴물(완구)
애니토이,2018,명령에따른리콜,액체괴물(완구)
애니토이,2018,명령에따른리콜,액체괴물(완구)
도로시팬시,2018,명령에따른리콜,액체괴물(완구)
도로시팬시,2018,명령에따른리콜,액체괴물(완구)
도로시팬시,2018,명령에따른리콜,액체괴물(완구)
도로시팬시,2018,명령에따른리콜,액체괴물(완구)
도로시팬시,2018,명령에따른리콜,액체괴물(완구)
은혜사,2018,명령에따른리콜,액체괴물(완구)
은혜사,2018,명령에따른리콜,액체괴물(완구)
은혜사,2018,명령에따른리콜,액체괴물(완구)
은혜사,2018,명령에따른리콜,액체괴물(완구)
은혜사,2018,명령에따른리콜,액체괴물(완구)
은혜사,2018,명령에따른리콜,액체괴물(완구)
미래와사람,2018,명령에따른리콜,액체괴물(완구)
미래와사람,2018,명령에따른리콜,액체괴물(완구)
미래와사람,2018,명령에따른리콜,액체괴물(완구)
미래와사람,2018,명령에따른리콜,액체괴물(완구)
미래와사람,2018,명령에따른리콜,액체괴물(완구)
미래와사람,2018,명령에따른리콜,액체괴물(완구)
미래와사람,2018,명령에따른리콜,액체괴물(완구)
미래와사람,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
카라멜팝콘,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
프랜즈코리아,2018,명령에따른리콜,액체괴물(완구)
올리벤더,2018,명령에따른리콜,전기찜질기
솔릭스,2018,명령에따른리콜,직류전원장치
도경LED,2018,명령에따른리콜,조명기구용컨버터(LED용)
SA전기조명,2018,명령에따른리콜,LED등기구
한승,2018,명령에따른리콜,LED등기구
예도전기조명,2018,명령에따른리콜,LED등기구 (매입형)
에스케이디엘이디,2018,명령에따른리콜,LED등기구
세진조명,2018,명령에따른리콜,LED등기구
생명사랑,2018,명령에따른리콜,전기찜질기
프로텍메디칼,2018,명령에따른리콜,전기찜질기
에스에스에이치,2018,명령에따른리콜,전기찜질기
한양(HAN YANG),2018,명령에따른리콜,전기찜질기
원테크,2018,명령에따른리콜,전기매트
대상의료기,2018,명령에따른리콜,전기매트
한화 꿈에 온 의료기,2018,명령에따른리콜,전기매트
한일의료기,2018,명령에따른리콜,전기매트
선영코리아,2018,명령에따른리콜,전기장판
한일온열기,2018,명령에따른리콜,전기방석
신유일전자,2018,명령에따른리콜,전기방석
선진물산,2018,명령에따른리콜,전기방석
아이엔에스코리아,2018,명령에따른리콜,전기라디에이터
헵시바,2018,명령에따른리콜,전기스토브
지앤씨월드,2018,명령에따른리콜,전기스토브
한새,2018,명령에따른리콜,전기휴대형그릴
구들장,2018,명령에따른리콜,전기온수매트
에스엘이노텍,2018,명령에따른리콜,전기온수매트
스페셜라이즈드코리아 (유),2018,자발적리콜,Ohlins RXF36 에어 스프링 서스펜션 포크
이케아,2018,자발적리콜,확장형 테이블
씨케이,2018,명령에따른리콜,조종완구(완구)
코엔코,2018,자발적리콜,오리가미종이배
대우어플라이언스,2018,자발적리콜,기름난로
홍진테크,2018,자발적리콜,기름난로
유로파이앤씨,2018,자발적리콜,유로파 캠핑용 석유난로
아성에이치엠피,2018,명령에따른리콜,보호장구(어린이용 스포츠 보호용품)
베스트 프렌즈,2018,명령에따른리콜,줄넘기(기타 어린이제품)
비바스포츠,2018,명령에따른리콜,어린이용 롤러스케이트
디엘팬시,2018,명령에따른리콜,기타
유아이티통상,2018,명령에따른리콜,기타
신우실업,2018,명령에따른리콜,기타
동신씨앤티,2018,명령에따른리콜,기타
샤바스,2018,명령에따른리콜,기타
윙하우스,2018,명령에따른리콜,어린이용 물안경
피닉스레포츠,2018,명령에따른리콜,어린이용 물안경
와이키산업,2018,명령에따른리콜,어린이용 물안경
사나디코퍼레이션,2018,명령에따른리콜,어린이용 물안경
아리아,2018,명령에따른리콜,가방
마이더스필,2018,명령에따른리콜,가방(어린이용 가죽제품)
도트엔도트,2018,명령에따른리콜,구두(어린이용 가죽제품)
에스투이 인터내셔널,2018,명령에따른리콜,구두(어린이용 가죽제품)
대일산업,2018,명령에따른리콜,어린이용 스케이트보드
리코무역,2018,명령에따른리콜,욕실화(유아용 섬유제품)
에스디스피드,2018,명령에따른리콜,보호장구(어린이용 스포츠 보호용품)
신신상사,2018,명령에따른리콜,보호장구(어린이용 스포츠 보호용품)
랜드웨이스포츠,2018,명령에따른리콜,보호장구(어린이용 스포츠 보호용품)
장미코퍼레이션,2018,명령에따른리콜,기타
포포팬시,2018,명령에따른리콜,필통(학용품)
포포팬시,2018,명령에따른리콜,필통(학용품)
에이치와이물산,2018,명령에따른리콜,필통(학용품)
에이치와이물산,2018,명령에따른리콜,필통(학용품)
에이치와이물산,2018,명령에따른리콜,필통(학용품)
필박스,2018,명령에따른리콜,필통(학용품)
필박스,2018,명령에따른리콜,필통(학용품)
필박스,2018,명령에따른리콜,필통(학용품)
필박스,2018,명령에따른리콜,필통(학용품)
푸른숲,2018,명령에따른리콜,지우개(학용품)
다다,2018,명령에따른리콜,지우개(학용품)
이엘에프비,2018,명령에따른리콜,지우개(학용품)
이엘에프비,2018,명령에따른리콜,지우개(학용품)
이엘에프비,2018,명령에따른리콜,지우개(학용품)
이엘에프비,2018,명령에따른리콜,지우개(학용품)
대성,2018,명령에따른리콜,플라스틱인형(완구)
애니토이,2018,명령에따른리콜,플라스틱인형(완구)
씨케이,2018,명령에따른리콜,조종완구(완구)
포케이,2018,명령에따른리콜,조종완구(완구)
토이세븐,2018,명령에따른리콜,시계완구(완구)
토이세븐,2018,명령에따른리콜,시계완구(완구)
토이세븐,2018,명령에따른리콜,시계완구(완구)
나우출판사,2018,명령에따른리콜,자석완구(완구)
맘스보드,2018,명령에따른리콜,자석완구(완구)
토이사이언스,2018,명령에따른리콜,자석완구(완구)
에드토이,2018,명령에따른리콜,자석완구(완구)
훈민정음오피스,2018,명령에따른리콜,자석완구(완구)
하우링크글로벌,2018,명령에따른리콜,자석완구(완구)
아리랑과학,2018,명령에따른리콜,자석완구(완구)
빙고인터내셔날,2018,명령에따른리콜,자석완구(완구)
트리,2018,명령에따른리콜,자석완구(완구)
자람사이언스,2018,명령에따른리콜,자석완구(완구)
영상테크사이언스,2018,명령에따른리콜,자석완구(완구)
유한회사 만들기대장,2018,명령에따른리콜,자석완구(완구)
우성인퍼텍스,2018,명령에따른리콜,창문블라인드
인성,2018,명령에따른리콜,롤러스케이트
데코라인퍼니쳐,2018,명령에따른리콜,서랍장(가구)
칠성산업,2018,명령에따른리콜,속눈썹 열 성형기
유닉스전자,2018,명령에따른리콜,속눈썹 열 성형기
덕유,2018,명령에따른리콜,PVC 바닥재(실내용 바닥재)
할인점나라,2018,명령에따른리콜,스텝퍼(헬스기구)
은성헬스빌,2018,명령에따른리콜,스텝퍼(헬스기구)
굿모닝코리아유통,2018,명령에따른리콜,롤레이터(고령자용 보행차)
동호상사,2018,명령에따른리콜,롤레이터(고령자용 보행차)
탑메디칼,2018,명령에따른리콜,롤레이터(고령자용보행차)
미래메디쿠스,2018,명령에따른리콜,롤레이터(고령자용 보행차)
JYT TOOLS,2018,명령에따른리콜,휴대용 예초기의 날 (휴대용 예초기의 날 및 보호덮개)
JUNG HOON COMPANY,2018,명령에따른리콜,휴대용 예초기의 날 (휴대용 예초기의 날 및 보호덮개)
신영테크,2018,명령에따른리콜,휴대용 예초기의 날 (휴대용 예초기의 날 및 보호덮개)
비엠티,2018,명령에따른리콜,휴대용 예초기의 날 (휴대용 예초기의 날 및 보호덮개)
홈앤가든,2018,명령에따른리콜,휴대용 예초기의 날(휴대용 예초기의 날 및 보호덮개)
코스트위드,2018,명령에따른리콜,전동킥보드(스케이트보드)
로리스토어,2018,명령에따른리콜,전동킥보드(스케이트보드)
예스대현,2018,명령에따른리콜,전동킥보드(스케이트보드)
지티글로벌,2018,명령에따른리콜,전동킥보드(스케이트보드)
이지케이,2018,명령에따른리콜,전동킥보드(스케이트보드)
세그웨이서울,2018,명령에따른리콜,전동킥보드(스케이트보드)
나노휠,2018,명령에따른리콜,전동킥보드(스케이트보드)
아이로봇,2018,명령에따른리콜,전동킥보드(스케이트보드)
나노휠,2018,명령에따른리콜,직류전원장치
미니모터스,2018,명령에따른리콜,직류전원장치
휴먼월드,2018,명령에따른리콜,직류전원장치
이현케이블,2018,명령에따른리콜,케이블
투윈,2018,명령에따른리콜,전기휴대용그릴
대신전기산업,2018,명령에따른리콜,전기액체 가열기기
대원가전사업사,2018,명령에따른리콜,전기냄비
나눅스네트웍스,2018,자발적리콜,블레이드(Blade)
데카트론코리아,2018,자발적리콜,Forclaz 10° 주니어 트레킹/ 하이킹 침낭레드
태하메카트로닉스,2018,자발적리콜,계단밟기
트렉바이시클코리아(유),2018,자발적리콜,라인프로 플랫 페달
아디다스 코리아 (유),2018,자발적리콜,Adidas 아동 수영복
이케아,2018,자발적리콜,고정형 백열등기구
한국레노버 유한회사,2018,자발적리콜,노트북용 리튬이온 배터리
삼성전자,2018,자발적리콜,N60NCBT Wireless
윈크라우드,2018,자발적리콜,공기청정기 WIN-20
델인터내셔널,2018,자발적리콜,노트북용 배터리팩
삼성전자,2018,자발적리콜,노트북 배터리
타치온네트웍스,2018,자발적리콜,리튬이온 배터리
엠에스아이코리아,2018,자발적리콜,노트북 배터리
조이어스,2018,명령에따른리콜,멜로디언
엘림악기,2018,명령에따른리콜,단소
디자인스킨,2018,자발적리콜,듀얼시크 캔디매트200 화이트그레이
파크론,2018,자발적리콜,퓨어공간폴더 바닐라 시리즈
세기에이치이,2018,자발적리콜,DS40F
대산케미텍,2018,자발적리콜,뷰티튜드 폴더매트 210
광진조명,2018,명령에따른리콜,LED등기구
이솔전기,2018,명령에따른리콜,LED등기구
제이에스텍,2018,명령에따른리콜,직류전원장치
노트옵션,2018,명령에따른리콜,직류전원장치
한국미디어시스템,2018,명령에따른리콜,직류전원장치
삼우힐링라이프,2018,명령에따른리콜,전기찜질기
굿프렌드,2018,명령에따른리콜,전기찜질기
닥터웰,2018,명령에따른리콜,전기찜질기
닥터웰,2018,명령에따른리콜,전기찜질기
베리츠,2018,명령에따른리콜,전기찜질기
엠앤에스,2018,명령에따른리콜,전기찜질기
성진에이블,2018,명령에따른리콜,전기찜질기
삼우힐링라이프,2018,명령에따른리콜,전기찜질기
닥터웰,2018,명령에따른리콜,전기찜질기
한양의료기,2018,명령에따른리콜,전기찜질기
마노테크,2018,명령에따른리콜,멀티콘센트
신성엔지니어링,2018,명령에따른리콜,멀티콘센트
그레이트,2018,명령에따른리콜,가정용 섬유제품
안나인터네셔날,2018,명령에따른리콜,가정용 섬유제품
그로스에프엔지,2018,명령에따른리콜,가정용 섬유제품
엠에이치앤코,2018,명령에따른리콜,어린이용 우산 및 양산
일룸,2018,명령에따른리콜,어린이용 가구
동인인터내셔날,2018,명령에따른리콜,아동용 섬유제품(수영복)
이랜드리테일,2018,명령에따른리콜,아동용 섬유제품(우의)
이랜드리테일,2018,명령에따른리콜,아동용 섬유제품(장화)
마이더스필,2018,명령에따른리콜,어린이용 장신구
코웨이,2018,자발적리콜,전기냉수기
언더아머코리아,2018,자발적리콜,UA Highlight Yard DT
스페셜라이즈드코리아 (유),2018,자발적리콜,이륜자전거(2018년식 FUSE COMP 크랭크 리콜)
이케아,2018,자발적리콜,SLADDA/슬라다
와이케이비앤씨,2018,자발적리콜,워터퍼레이드
코튼클럽,2018,자발적리콜,여성용 속내의류
코튼클럽,2018,자발적리콜,남성용 속내의류
리코코리아,2018,자발적리콜,복합기능 프린터
라비센,2018,자발적리콜,발욕조
한국토이즈,2018,명령에따른리콜,완구
그린유통,2018,명령에따른리콜,완구
자라리테일코리아,2018,명령에따른리콜,아동복
롯데쇼핑,2018,명령에따른리콜,아동복
퍼스트어패럴,2018,명령에따른리콜,아동복
Gap (UK Holings) Limited,2018,명령에따른리콜,아동복
리얼컴퍼니,2018,명령에따른리콜,아동복
joy house,2018,명령에따른리콜,완구
C&H,2018,명령에따른리콜,아동복
다고이 게임즈,2018,명령에따른리콜,완구
에이케이,2018,명령에따른리콜,어린이용 자전거
제이투스포츠,2018,명령에따른리콜,어린이용 자전거
씨투엠뉴에너지,2018,명령에따른리콜,어린이용 자전거
몽벨로,2018,명령에따른리콜,어린이용 자전거
레이센,2018,명령에따른리콜,어린이용 킥보드
컴포인트,2018,명령에따른리콜,유아용삼륜차
은혜사,2018,명령에따른리콜,완구
미정아트,2018,명령에따른리콜,완구
원더키드,2018,명령에따른리콜,완구
이토,2018,명령에따른리콜,완구
신성토이즈,2018,명령에따른리콜,완구
황용토이,2018,명령에따른리콜,완구
자라코리아,2018,명령에따른리콜,아동복
JH코퍼레이션,2018,명령에따른리콜,아동복
롯데쇼핑,2018,명령에따른리콜,아동복
에프알엘코리아,2018,명령에따른리콜,아동복
Gap (UK Holings Limited),2018,명령에따른리콜,아동복
콤마모자,2018,명령에따른리콜,유아복
단아글로벌,2018,명령에따른리콜,유아복
단아글로벌,2018,명령에따른리콜,유아복
아가방앤컴퍼니,2018,명령에따른리콜,유아복
디엠에스트레이딩,2018,명령에따른리콜,유아복
블레스정보통신,2018,명령에따른리콜,휴대용레이저용품
마이크로텍시스템,2018,명령에따른리콜,휴대용레이저용품
엘유티,2018,명령에따른리콜,아동용섬유제품(운동화)
LS,2018,명령에따른리콜,아동용섬유제품(운동화)
제이스타일코리아,2018,명령에따른리콜,아동용섬유제품(운동화)
미광조명산업,2018,명령에따른리콜,조명기구용컨버터
비츠로,2018,명령에따른리콜,조명기구용컨버터
비츠로,2018,명령에따른리콜,LED등기구
이도조명,2018,명령에따른리콜,LED등기구
씨티이엘지,2018,명령에따른리콜,LED등기구
대영라이팅,2018,명령에따른리콜,LED등기구
신우,2018,명령에따른리콜,LED등기구
덕일조명,2018,명령에따른리콜,LED등기구
아시아슈퍼네트웍제조장,2018,명령에따른리콜,LED등기구
삼정인버터,2018,명령에따른리콜,LED등기구
이도디스플레이,2018,명령에따른리콜,컴퓨터용 전원공급장치
벨류텍,2018,명령에따른리콜,직류전원장치
에스알커머스,2018,명령에따른리콜,직류전원장치
이오피스코리아,2018,명령에따른리콜,직류전원장치
알토디자인,2018,명령에따른리콜,직류전원장치
대신전자,2018,명령에따른리콜,전기찜질기
한일의료기,2018,명령에따른리콜,전기찜질기
프로텍메디칼,2018,명령에따른리콜,전기찜질기
성진에이블,2018,명령에따른리콜,전기찜질기
오성정밀,2018,명령에따른리콜,멀티콘센트
웅진전자,2018,명령에따른리콜,형광등기구
삼창휴먼라이트,2018,명령에따른리콜,형광등기구
한일테크,2018,명령에따른리콜,가정용소형변압기
포르쉐코리아,2018,자발적리콜,Porsche Wooden Car blue/black
쁘띠엘린,2018,자발적리콜,유아용삼륜차(smartfold700)
세피앙 유한회사,2018,자발적리콜,자동차용 어린이보호장치(듀얼픽스)
아이스픽,2018,자발적리콜,Native Diary
에이션 패션,2018,명령에따른리콜,아동용 섬유제품(가방)
야심,2018,명령에따른리콜,아동용 섬유제품(가방)
JC물산,2018,명령에따른리콜,아동용 섬유제품(가방)
희망노트사,2018,명령에따른리콜,학용품
포인트라인,2018,명령에따른리콜,학용품
펠로즈월드,2018,명령에따른리콜,학용품
콘텐츠 허브,2018,명령에따른리콜,학용품
다다,2018,명령에따른리콜,학용품
동아교재,2018,명령에따른리콜,학용품
한들,2018,명령에따른리콜,학용품
와이비엠비앤씨,2018,명령에따른리콜,학용품
와이비엠비앤씨,2018,명령에따른리콜,학용품
매직채널,2018,명령에따른리콜,학용품
코엔코,2018,자발적리콜,길버트
대호스포츠,2018,자발적리콜,eco nr lv5 yoga mat 라이트그린 7mm
대호스포츠,2018,자발적리콜,ero nr lv5 yoga mat 다크블루 7mm
김&장 법률사무소,2018,자발적리콜,전기포트
한국레노버 유한회사,2018,자발적리콜,노트북
일룸,2018,권고에따른리콜,링키 4단 서랍장
미미월드,2018,명령에따른리콜,완구(핑거페인트)
닛시상사,2018,명령에따른리콜,완구(핑거페인트)
닛시상사,2018,명령에따른리콜,완구(핑거페인트)
